call_id,caller_person_id,receiver_person_id,timestamp,duration_seconds,call_type
CALL_00096,SYN_P_0170,SYN_P_0207,2024-04-29 13:25:00,188,conference
CALL_00097,SYN_P_0018,SYN_P_0308,2025-09-16 02:39:00,1028,voice
CALL_00098,SYN_P_0312,SYN_P_0106,2024-01-04 00:57:00,985,voice
CALL_00099,SYN_P_0067,SYN_P_0274,2025-02-28 09:58:00,1747,missed
CALL_00100,SYN_P_0732,SYN_P_0180,2024-02-28 21:07:00,358,missed
CALL_00101,SYN_P_0677,SYN_P_0205,2024-02-26 17:07:00,1213,voice
CALL_00102,SYN_P_0081,SYN_P_0001,2024-10-06 23:33:00,1636,voice
CALL_00103,SYN_P_0801,SYN_P_1005,2024-06-05 14:44:00,567,conference
CALL_00104,SYN_P_0597,SYN_P_0147,2025-02-18 06:04:00,303,voice
CALL_00105,SYN_P_0947,SYN_P_0533,2024-08-17 05:19:00,1337,conference
CALL_00106,SYN_P_0197,SYN_P_1017,2024-11-21 22:05:00,1431,missed
CALL_00107,SYN_P_0066,SYN_P_0806,2025-05-08 04:56:00,1381,voice
CALL_00108,SYN_P_0969,SYN_P_0927,2025-06-06 11:17:00,1062,missed
CALL_00109,SYN_P_0602,SYN_P_0822,2025-08-31 17:05:00,1672,voice
CALL_00110,SYN_P_0634,SYN_P_0669,2024-11-02 15:09:00,512,missed
CALL_00111,SYN_P_0305,SYN_P_0318,2024-02-23 14:10:00,182,voice
CALL_00112,SYN_P_0242,SYN_P_0303,2024-06-05 19:29:00,939,voice
CALL_00113,SYN_P_0306,SYN_P_0151,2025-02-15 09:13:00,1597,missed
CALL_00114,SYN_P_0656,SYN_P_0490,2025-12-02 09:01:00,911,missed
CALL_00115,SYN_P_0252,SYN_P_0620,2024-11-01 12:03:00,989,conference
CALL_00116,SYN_P_0070,SYN_P_0746,2024-08-15 23:09:00,820,voice
CALL_00117,SYN_P_0707,SYN_P_0136,2024-03-12 05:36:00,84,missed
CALL_00118,SYN_P_0798,SYN_P_0383,2025-12-25 16:58:00,969,conference
CALL_00119,SYN_P_0815,SYN_P_0663,2025-10-16 19:05:00,292,missed
CALL_00120,SYN_P_0865,SYN_P_0645,2024-09-24 21:56:00,35,voice
CALL_00121,SYN_P_0514,SYN_P_0852,2024-05-15 18:08:00,1017,missed
CALL_00122,SYN_P_0304,SYN_P_0087,2024-07-23 09:16:00,511,conference
CALL_00123,SYN_P_1015,SYN_P_0570,2024-10-21 13:20:00,1496,voice
CALL_00124,SYN_P_0856,SYN_P_0079,2024-01-14 10:26:00,1313,missed
CALL_00125,SYN_P_0703,SYN_P_0764,2025-05-06 01:17:00,25,voice
CALL_00126,SYN_P_0989,SYN_P_1027,2024-10-20 18:23:00,452,voice
CALL_00127,SYN_P_0681,SYN_P_1035,2025-02-02 05:37:00,1107,missed
CALL_00128,SYN_P_0403,SYN_P_0891,2024-02-27 10:00:00,951,conference
CALL_00129,SYN_P_0595,SYN_P_0935,2024-03-05 19:51:00,602,missed
CALL_00130,SYN_P_0037,SYN_P_0835,2024-04-01 10:57:00,991,missed
CALL_00131,SYN_P_0950,SYN_P_0473,2025-04-04 00:19:00,1729,conference
CALL_00132,SYN_P_0457,SYN_P_0921,2025-01-20 11:57:00,634,conference
CALL_00133,SYN_P_0080,SYN_P_0470,2025-01-05 02:54:00,828,missed
CALL_00134,SYN_P_0009,SYN_P_0470,2024-02-29 01:07:00,474,missed
CALL_00135,SYN_P_0490,SYN_P_0814,2024-01-04 06:39:00,900,voice
CALL_00136,SYN_P_0156,SYN_P_0561,2025-08-29 22:38:00,53,conference
CALL_00137,SYN_P_0628,SYN_P_0105,2025-12-24 06:40:00,1208,voice
CALL_00138,SYN_P_0589,SYN_P_0238,2024-12-08 00:01:00,816,conference
CALL_00139,SYN_P_0673,SYN_P_0363,2024-10-18 15:29:00,49,conference
CALL_00140,SYN_P_0880,SYN_P_0164,2025-04-23 19:30:00,1344,voice
CALL_00141,SYN_P_0983,SYN_P_0043,2024-05-24 20:22:00,285,conference
CALL_00142,SYN_P_0529,SYN_P_0347,2025-03-01 17:12:00,1395,missed
CALL_00143,SYN_P_0852,SYN_P_0332,2025-09-13 01:29:00,437,conference
CALL_00144,SYN_P_0336,SYN_P_0741,2024-05-22 03:31:00,1586,missed
CALL_00145,SYN_P_0634,SYN_P_0141,2024-04-21 00:17:00,338,voice
CALL_00146,SYN_P_0007,SYN_P_0491,2024-04-06 02:14:00,1614,missed
CALL_00147,SYN_P_0367,SYN_P_0233,2025-10-19 05:47:00,711,voice
CALL_00148,SYN_P_1025,SYN_P_0953,2024-06-26 19:37:00,1005,conference
CALL_00149,SYN_P_0570,SYN_P_0171,2025-06-02 20:09:00,1635,voice
CALL_00150,SYN_P_0724,SYN_P_0362,2025-07-18 21:24:00,1671,voice
CALL_00151,SYN_P_0513,SYN_P_0038,2024-05-05 20:44:00,149,voice
CALL_00152,SYN_P_0299,SYN_P_0701,2024-08-21 12:16:00,1089,conference
CALL_00153,SYN_P_0398,SYN_P_0981,2025-05-26 17:42:00,81,missed
CALL_00154,SYN_P_0798,SYN_P_0886,2024-05-30 20:00:00,1673,conference
CALL_00155,SYN_P_0825,SYN_P_0435,2024-08-31 23:21:00,409,conference
CALL_00156,SYN_P_0991,SYN_P_0138,2024-11-26 05:31:00,1729,conference
CALL_00157,SYN_P_1013,SYN_P_0938,2025-07-18 00:15:00,679,conference
CALL_00158,SYN_P_0756,SYN_P_0408,2024-03-02 02:46:00,94,missed
CALL_00159,SYN_P_0386,SYN_P_0008,2025-06-01 14:52:00,55,conference
CALL_00160,SYN_P_0763,SYN_P_0694,2025-08-28 03:57:00,1555,voice
CALL_00161,SYN_P_0646,SYN_P_0950,2024-05-04 02:50:00,294,voice
CALL_00162,SYN_P_0239,SYN_P_0279,2025-11-20 11:34:00,1032,conference
CALL_00163,SYN_P_0698,SYN_P_0246,2024-02-17 07:15:00,1630,conference
CALL_00164,SYN_P_0650,SYN_P_0504,2025-03-30 11:13:00,1119,missed
CALL_00165,SYN_P_0601,SYN_P_0080,2024-06-04 05:02:00,132,missed
CALL_00166,SYN_P_0281,SYN_P_0529,2025-07-06 19:19:00,333,missed
CALL_00167,SYN_P_0697,SYN_P_0844,2024-04-18 08:22:00,1107,missed
CALL_00168,SYN_P_0154,SYN_P_1021,2025-03-25 02:50:00,1532,missed
CALL_00169,SYN_P_0834,SYN_P_0047,2024-02-08 01:55:00,603,missed
CALL_00170,SYN_P_0379,SYN_P_0191,2024-07-19 03:20:00,1095,conference
CALL_00171,SYN_P_0206,SYN_P_0743,2024-06-14 02:42:00,214,missed
CALL_00172,SYN_P_0684,SYN_P_0652,2024-06-29 04:34:00,394,conference
CALL_00173,SYN_P_0435,SYN_P_0162,2024-12-03 04:11:00,120,missed
CALL_00174,SYN_P_0638,SYN_P_0164,2025-03-08 20:06:00,1151,conference
CALL_00175,SYN_P_0610,SYN_P_0206,2025-08-10 20:34:00,1560,voice
CALL_00176,SYN_P_0639,SYN_P_0861,2024-05-15 09:26:00,1367,missed
CALL_00177,SYN_P_0552,SYN_P_0107,2024-07-18 08:42:00,160,voice
CALL_00178,SYN_P_0009,SYN_P_0219,2025-11-25 15:33:00,107,missed
CALL_00179,SYN_P_0740,SYN_P_0832,2024-06-04 16:06:00,561,voice
CALL_00180,SYN_P_0508,SYN_P_0168,2025-05-01 12:20:00,364,voice
CALL_00181,SYN_P_0213,SYN_P_0035,2025-11-15 22:43:00,467,conference
CALL_00182,SYN_P_0260,SYN_P_0347,2024-12-13 11:12:00,855,voice
CALL_00183,SYN_P_0560,SYN_P_0385,2025-12-18 11:27:00,1141,voice
CALL_00184,SYN_P_0122,SYN_P_0881,2024-11-03 07:14:00,1275,conference
CALL_00185,SYN_P_0796,SYN_P_0395,2025-03-02 06:49:00,725,voice
CALL_00186,SYN_P_0829,SYN_P_0843,2025-02-22 22:32:00,571,voice
CALL_00187,SYN_P_0256,SYN_P_0861,2025-01-06 08:52:00,1347,conference
CALL_00188,SYN_P_1020,SYN_P_0003,2024-06-15 21:56:00,850,conference
CALL_00189,SYN_P_0392,SYN_P_0519,2024-07-05 16:36:00,1200,voice
CALL_00190,SYN_P_0246,SYN_P_0510,2024-07-11 21:24:00,1476,voice
CALL_00191,SYN_P_0473,SYN_P_0512,2024-03-08 19:32:00,1517,voice
CALL_00192,SYN_P_0809,SYN_P_0273,2024-11-13 16:23:00,586,voice
CALL_00193,SYN_P_0006,SYN_P_0431,2024-06-10 07:50:00,1719,conference
CALL_00194,SYN_P_0029,SYN_P_0847,2024-06-04 18:18:00,719,voice
CALL_00195,SYN_P_0916,SYN_P_0296,2024-08-02 01:35:00,1503,conference
CALL_00196,SYN_P_0253,SYN_P_0756,2025-04-18 11:28:00,861,missed
CALL_00197,SYN_P_0564,SYN_P_0909,2024-10-20 12:38:00,1776,conference
CALL_00198,SYN_P_0299,SYN_P_0424,2025-07-20 19:54:00,743,voice
CALL_00199,SYN_P_0498,SYN_P_1004,2025-12-13 00:45:00,580,missed
CALL_00200,SYN_P_0101,SYN_P_0517,2024-01-05 10:51:00,907,missed
CALL_00201,SYN_P_0325,SYN_P_0126,2024-03-27 18:54:00,1552,missed
CALL_00202,SYN_P_0593,SYN_P_0418,2025-08-25 01:31:00,246,missed
CALL_00203,SYN_P_0289,SYN_P_0581,2025-02-10 19:13:00,382,missed
CALL_00204,SYN_P_0029,SYN_P_0970,2024-04-05 02:13:00,1221,missed
CALL_00205,SYN_P_0713,SYN_P_0621,2024-11-22 16:24:00,940,voice
CALL_00206,SYN_P_0565,SYN_P_0977,2025-07-22 20:16:00,572,voice
CALL_00207,SYN_P_0984,SYN_P_0452,2025-09-30 01:43:00,293,voice
CALL_00208,SYN_P_0481,SYN_P_0996,2025-07-14 02:06:00,468,conference
CALL_00209,SYN_P_0297,SYN_P_0225,2025-01-24 19:56:00,1497,missed
CALL_00210,SYN_P_0522,SYN_P_0203,2025-01-30 20:31:00,1785,conference
CALL_00211,SYN_P_0636,SYN_P_0827,2024-01-30 13:31:00,148,conference
CALL_00212,SYN_P_0220,SYN_P_0495,2025-02-15 21:02:00,536,voice
CALL_00213,SYN_P_0375,SYN_P_1018,2024-01-05 21:49:00,325,voice
CALL_00214,SYN_P_0671,SYN_P_0860,2025-05-12 01:10:00,22,missed
CALL_00215,SYN_P_0397,SYN_P_0384,2024-06-06 23:10:00,1520,missed
CALL_00216,SYN_P_0871,SYN_P_0515,2025-01-31 01:02:00,1220,voice
CALL_00217,SYN_P_0824,SYN_P_0731,2024-05-19 22:35:00,798,missed
CALL_00218,SYN_P_0402,SYN_P_0502,2025-04-17 21:36:00,113,missed
CALL_00219,SYN_P_0731,SYN_P_0966,2024-12-17 05:24:00,1110,missed
CALL_00220,SYN_P_1010,SYN_P_0467,2025-09-19 10:21:00,1171,voice
CALL_00221,SYN_P_0157,SYN_P_0212,2024-07-18 12:20:00,493,missed
CALL_00222,SYN_P_0090,SYN_P_0420,2025-11-11 05:43:00,864,conference
CALL_00223,SYN_P_0149,SYN_P_0211,2025-10-04 15:53:00,1491,voice
CALL_00224,SYN_P_0453,SYN_P_0440,2024-11-14 04:05:00,779,voice
CALL_00225,SYN_P_0075,SYN_P_0526,2024-01-18 00:52:00,1223,missed
CALL_00226,SYN_P_0247,SYN_P_0575,2025-10-17 02:56:00,448,voice
CALL_00227,SYN_P_0698,SYN_P_0485,2024-06-21 23:37:00,211,missed
CALL_00228,SYN_P_0494,SYN_P_0091,2025-11-24 05:50:00,1431,missed
CALL_00229,SYN_P_0343,SYN_P_0014,2025-12-13 22:59:00,1693,voice
CALL_00230,SYN_P_0844,SYN_P_0678,2024-05-25 18:31:00,201,conference
CALL_00231,SYN_P_0470,SYN_P_0569,2024-01-01 03:14:00,894,conference
CALL_00232,SYN_P_0715,SYN_P_0731,2025-10-20 18:58:00,1159,conference
CALL_00233,SYN_P_0337,SYN_P_0056,2024-05-22 00:15:00,1304,conference
CALL_00234,SYN_P_0044,SYN_P_0564,2024-10-07 09:55:00,372,voice
CALL_00235,SYN_P_0480,SYN_P_0093,2024-09-18 06:11:00,421,voice
CALL_00236,SYN_P_0405,SYN_P_0272,2025-03-05 14:59:00,963,voice
CALL_00237,SYN_P_0921,SYN_P_0463,2024-07-14 21:38:00,84,voice
CALL_00238,SYN_P_0419,SYN_P_0751,2025-03-12 07:33:00,1729,conference
CALL_00239,SYN_P_0885,SYN_P_0316,2024-04-02 03:22:00,1727,voice
CALL_00240,SYN_P_0971,SYN_P_0775,2024-01-12 02:26:00,370,missed
CALL_00241,SYN_P_0072,SYN_P_0359,2025-09-04 04:31:00,242,voice
CALL_00242,SYN_P_0323,SYN_P_0434,2024-04-16 14:58:00,334,missed
CALL_00243,SYN_P_0223,SYN_P_0891,2024-11-29 21:07:00,1452,voice
CALL_00244,SYN_P_0546,SYN_P_0676,2025-10-21 19:25:00,342,conference
CALL_00245,SYN_P_0442,SYN_P_0920,2025-09-10 18:51:00,372,conference
CALL_00246,SYN_P_0912,SYN_P_0572,2025-04-04 19:34:00,552,conference
CALL_00247,SYN_P_0439,SYN_P_0042,2024-10-12 20:07:00,851,missed
CALL_00248,SYN_P_0770,SYN_P_0953,2024-05-12 13:32:00,1210,voice
CALL_00249,SYN_P_0260,SYN_P_0111,2024-11-30 13:55:00,1529,conference
CALL_00250,SYN_P_0232,SYN_P_0982,2025-07-28 16:30:00,1350,conference
CALL_00251,SYN_P_0277,SYN_P_0109,2024-09-18 20:12:00,1123,voice
CALL_00252,SYN_P_0259,SYN_P_0493,2024-03-14 22:07:00,1061,conference
CALL_00253,SYN_P_0152,SYN_P_0495,2024-05-01 16:54:00,714,conference
CALL_00254,SYN_P_0192,SYN_P_0532,2025-01-15 07:30:00,700,conference
CALL_00255,SYN_P_0279,SYN_P_0366,2024-03-05 02:33:00,895,missed
CALL_00256,SYN_P_0421,SYN_P_0287,2024-11-17 03:18:00,1451,conference
CALL_00257,SYN_P_0184,SYN_P_0303,2025-10-06 05:10:00,166,missed
CALL_00258,SYN_P_0165,SYN_P_0660,2025-11-02 05:35:00,357,conference
CALL_00259,SYN_P_0566,SYN_P_0692,2024-02-13 15:10:00,87,voice
CALL_00260,SYN_P_0056,SYN_P_0050,2024-02-14 04:43:00,191,missed
CALL_00261,SYN_P_0338,SYN_P_0167,2024-04-30 08:13:00,1428,voice
CALL_00262,SYN_P_0985,SYN_P_0202,2025-10-01 07:25:00,1624,conference
CALL_00263,SYN_P_0761,SYN_P_0118,2024-02-07 15:13:00,1492,voice
CALL_00264,SYN_P_0724,SYN_P_0641,2025-07-06 00:35:00,1396,voice
CALL_00265,SYN_P_1033,SYN_P_0594,2025-03-01 10:57:00,554,voice
CALL_00266,SYN_P_0175,SYN_P_0303,2025-11-25 08:36:00,608,missed
CALL_00267,SYN_P_0157,SYN_P_0309,2024-09-12 22:01:00,1708,missed
CALL_00268,SYN_P_1027,SYN_P_0087,2025-04-02 11:04:00,797,missed
CALL_00269,SYN_P_0083,SYN_P_1039,2025-09-25 01:30:00,977,voice
CALL_00270,SYN_P_0091,SYN_P_0101,2024-01-05 01:42:00,1375,missed
CALL_00271,SYN_P_0504,SYN_P_0774,2025-05-17 22:55:00,1323,missed
CALL_00272,SYN_P_0182,SYN_P_0741,2025-02-04 14:43:00,1105,voice
CALL_00273,SYN_P_0830,SYN_P_0774,2024-06-28 01:08:00,502,missed
CALL_00274,SYN_P_0306,SYN_P_0552,2024-11-27 19:45:00,678,missed
CALL_00275,SYN_P_0101,SYN_P_0750,2025-03-27 15:42:00,1702,voice
CALL_00276,SYN_P_0769,SYN_P_0086,2024-02-27 08:17:00,1300,missed
CALL_00277,SYN_P_0109,SYN_P_0833,2024-10-29 19:12:00,512,missed
CALL_00278,SYN_P_0943,SYN_P_0728,2024-01-25 17:59:00,1601,conference
CALL_00279,SYN_P_0379,SYN_P_0258,2024-04-03 22:56:00,144,missed
CALL_00280,SYN_P_0097,SYN_P_0251,2025-07-24 10:05:00,537,conference
CALL_00281,SYN_P_0255,SYN_P_0011,2025-01-15 23:51:00,1301,conference
CALL_00282,SYN_P_0530,SYN_P_0364,2025-11-20 18:58:00,1040,voice
CALL_00283,SYN_P_0398,SYN_P_0775,2024-09-30 08:01:00,1102,conference
CALL_00284,SYN_P_0132,SYN_P_0819,2025-01-25 00:16:00,516,voice
CALL_00285,SYN_P_0135,SYN_P_0290,2025-08-05 15:54:00,1287,conference
CALL_00286,SYN_P_0605,SYN_P_0350,2025-03-23 19:47:00,854,missed
CALL_00287,SYN_P_0325,SYN_P_0043,2024-12-19 11:32:00,879,conference
CALL_00288,SYN_P_0268,SYN_P_0755,2025-09-19 12:39:00,458,voice
CALL_00289,SYN_P_0635,SYN_P_0516,2024-04-29 15:59:00,966,voice
CALL_00290,SYN_P_0800,SYN_P_0598,2025-07-21 19:19:00,340,missed
CALL_00291,SYN_P_0766,SYN_P_0596,2024-03-02 15:09:00,402,missed
CALL_00292,SYN_P_0470,SYN_P_0756,2025-05-10 01:26:00,1133,conference
CALL_00293,SYN_P_0383,SYN_P_0602,2024-10-06 03:25:00,1792,conference
CALL_00294,SYN_P_0048,SYN_P_0174,2025-11-15 05:49:00,792,missed
CALL_00295,SYN_P_0843,SYN_P_0574,2025-02-27 05:13:00,1070,conference
CALL_00296,SYN_P_1035,SYN_P_0047,2024-11-24 22:36:00,1516,voice
CALL_00297,SYN_P_0755,SYN_P_0495,2024-09-16 21:26:00,1720,missed
CALL_00298,SYN_P_0680,SYN_P_0275,2025-11-09 04:47:00,1269,conference
CALL_00299,SYN_P_0127,SYN_P_0697,2024-02-24 16:09:00,613,conference
CALL_00300,SYN_P_0118,SYN_P_0597,2024-12-13 19:15:00,439,voice
CALL_00301,SYN_P_0428,SYN_P_0728,2024-10-10 00:17:00,1716,conference
CALL_00302,SYN_P_0528,SYN_P_0646,2024-06-26 22:30:00,828,conference
CALL_00303,SYN_P_0455,SYN_P_0290,2024-05-28 19:17:00,204,voice
CALL_00304,SYN_P_0932,SYN_P_0956,2024-06-29 06:22:00,1134,voice
CALL_00305,SYN_P_0407,SYN_P_0494,2024-05-13 03:18:00,1312,conference
CALL_00306,SYN_P_0406,SYN_P_1009,2024-11-11 17:05:00,295,missed
CALL_00307,SYN_P_0662,SYN_P_0463,2024-02-27 02:31:00,852,voice
CALL_00308,SYN_P_0158,SYN_P_0172,2025-12-24 07:44:00,1573,missed
CALL_00309,SYN_P_0798,SYN_P_0196,2025-11-03 10:02:00,1045,missed
CALL_00310,SYN_P_0018,SYN_P_0022,2024-09-26 04:14:00,447,voice
CALL_00311,SYN_P_0061,SYN_P_0219,2025-05-02 06:42:00,1614,missed
CALL_00312,SYN_P_0230,SYN_P_0262,2024-01-20 02:35:00,520,conference
CALL_00313,SYN_P_0773,SYN_P_0684,2025-11-18 19:08:00,1324,conference
CALL_00314,SYN_P_1019,SYN_P_0541,2025-02-17 02:15:00,1705,conference
CALL_00315,SYN_P_0246,SYN_P_0851,2024-01-05 11:26:00,1291,conference
CALL_00316,SYN_P_0438,SYN_P_0803,2025-06-19 19:12:00,1268,missed
CALL_00317,SYN_P_0275,SYN_P_0119,2024-04-21 01:11:00,657,conference
CALL_00318,SYN_P_0146,SYN_P_0253,2025-02-21 17:39:00,242,conference
CALL_00319,SYN_P_0599,SYN_P_0463,2024-12-02 22:15:00,833,conference
CALL_00320,SYN_P_0978,SYN_P_0703,2024-02-08 09:54:00,1221,voice
