relationship_id,source_id,source_type,relationship,target_id,target_type,timestamp,source_document,confidence,provenance,amount,channel,is_anomaly,anomaly_type,transaction_id,person_id,hour,day_of_week,date,time_of_day,is_night,transaction_frequency,daily_total,unique_accounts,amount_vs_person_mean,amount_rank,amount_zscore,source_transaction_count,source_mean_amount,source_amount_ratio,model_prediction,raw_anomaly_score,anomaly_score,reason
TX_006641,SYN_P_0229,Person,TRANSFERRED_MONEY,SYN_P_0034,Person,2026-01-18 21:02:00,,1.0,synthetic,7948229.46,bank,True,transaction_spike,TX_006641,SYN_P_0229,21,6,2026-01-18,0,0,14,7948229.46,14,4.0727232850878545,1.0,2.035029308253069,14,1951576.1085714286,4.0727232850878545,1,-0.27637522898799793,0.9635890292688266,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_001127,SYN_P_0519,Person,TRANSFERRED_MONEY,SYN_P_0237,Person,2026-01-19 13:48:00,,1.0,synthetic,7166763.96,bank,True,transaction_spike,TX_001127,SYN_P_0519,13,0,2026-01-19,0,0,22,7166763.96,22,5.2691990205439705,0.9994666666666666,2.160036751960134,22,1360123.9831818182,5.2691990205439705,1,-0.2762371948292721,0.9632564926426247,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_000324,SYN_P_0519,Person,TRANSFERRED_MONEY,SYN_P_0481,Person,2026-02-04 11:46:00,,1.0,synthetic,7252037.47,upi,True,transaction_spike,TX_000324,SYN_P_0519,11,2,2026-02-04,0,0,22,7252037.47,22,5.331894415268586,0.9996,2.1917580083672807,22,1360123.9831818182,5.331894415268586,1,-0.2762371948292721,0.9632564926426247,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_000133,SYN_P_0782,Person,TRANSFERRED_MONEY,SYN_P_0573,Person,2026-01-14 12:22:00,,1.0,synthetic,7660319.13,bank,True,transaction_spike,TX_000133,SYN_P_0782,12,2,2026-01-14,0,0,15,9807375.58,15,4.66116132685711,0.9998,2.2445568160098555,15,1643435.7433333332,4.66116132685711,1,-0.2761571258245784,0.9630635992535538,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_003880,SYN_P_0229,Person,TRANSFERRED_MONEY,SYN_P_0526,Person,2026-01-31 14:57:00,,1.0,synthetic,6892897.18,bank,True,transaction_spike,TX_003880,SYN_P_0229,14,5,2026-01-31,0,0,14,6892897.18,14,3.531964318340453,0.9992,1.6768908610416908,14,1951576.1085714286,3.531964318340453,1,-0.27329957225388735,0.9561794972866187,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_002015,SYN_P_0050,Person,TRANSFERRED_MONEY,SYN_P_0442,Person,2026-01-02 00:09:00,,1.0,synthetic,4287656.35,bank,True,transaction_spike,TX_002015,SYN_P_0050,0,4,2026-01-02,1,1,23,4287656.35,23,3.5484384425946476,0.998,1.2757126960497478,23,1208322.032173913,3.5484384425946476,1,-0.27329690937228446,0.9561730821668224,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction occurred during unusual hours; amount is unusually high relative to source historical behavior
TX_003813,SYN_P_0652,Person,TRANSFERRED_MONEY,SYN_P_0307,Person,2026-02-12 02:32:00,,1.0,synthetic,4294377.68,wallet,True,transaction_spike,TX_003813,SYN_P_0652,2,3,2026-02-12,1,1,22,4294377.68,22,4.562362389817022,0.9980666666666667,1.8382029844312928,22,941261.8536363636,4.562362389817022,1,-0.2731762859137655,0.95588248947363,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction occurred during unusual hours; amount is unusually high relative to source historical behavior
TX_000838,SYN_P_0492,Person,TRANSFERRED_MONEY,SYN_P_0057,Person,2026-02-26 12:58:00,,1.0,synthetic,4076012.16,wallet,True,transaction_spike,TX_000838,SYN_P_0492,12,3,2026-02-26,0,0,26,4077542.39,26,5.845006009713937,0.9978666666666667,2.1388929877904723,26,697349.5242307691,5.845006009713937,1,-0.27291143949226426,0.9552444507716114,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; amount is unusually high relative to source historical behavior
TX_002189,SYN_P_0050,Person,TRANSFERRED_MONEY,SYN_P_0136,Person,2026-02-27 20:28:00,,1.0,synthetic,6592931.53,wallet,True,transaction_spike,TX_002189,SYN_P_0050,20,4,2026-02-27,0,0,23,6592931.53,23,5.4562702280107755,0.9990666666666667,2.2307466454296025,23,1208322.032173913,5.4562702280107755,1,-0.2713916249362871,0.9515830816615132,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_001892,SYN_P_0050,Person,TRANSFERRED_MONEY,SYN_P_0657,Person,2026-01-17 20:36:00,,1.0,synthetic,6580713.56,bank,True,transaction_spike,TX_001892,SYN_P_0050,20,5,2026-01-17,0,0,23,6580713.56,23,5.4461587099926705,0.999,2.2256849607145894,23,1208322.032173913,5.4461587099926705,1,-0.2713916249362871,0.9515830816615132,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_000785,SYN_P_0050,Person,TRANSFERRED_MONEY,SYN_P_0293,Person,2026-01-16 02:37:00,,1.0,synthetic,3704280.45,bank,True,transaction_spike,TX_000785,SYN_P_0050,2,4,2026-01-16,1,1,23,3705274.1100000003,23,3.0656400788584195,0.9976666666666667,1.0340305773232423,23,1208322.032173913,3.0656400788584195,1,-0.2686125525015701,0.9448880477659759,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction occurred during unusual hours; amount is unusually high relative to source historical behavior
TX_003023,SYN_P_0340,Person,TRANSFERRED_MONEY,SYN_P_0359,Person,2026-01-23 12:33:00,,1.0,synthetic,6926074.49,bank,True,transaction_spike,TX_003023,SYN_P_0340,12,4,2026-01-23,0,0,18,6926074.49,18,5.3100460865029415,0.9992666666666666,2.296515719841502,18,1304334.1577777779,5.3100460865029415,1,-0.2683277111147244,0.9442018394052434,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_004315,SYN_P_0485,Person,TRANSFERRED_MONEY,SYN_P_0024,Person,2026-02-03 16:24:00,,1.0,synthetic,5870591.83,bank,True,transaction_spike,TX_004315,SYN_P_0485,16,1,2026-02-03,0,0,14,5870591.83,14,2.9804470760532333,0.9986666666666667,1.3232206102232844,14,1969701.7528571428,2.9804470760532333,1,-0.26831119311609497,0.9441620460701259,transaction amount is unusually high; daily transaction total is unusually high
TX_003119,SYN_P_0652,Person,TRANSFERRED_MONEY,SYN_P_0064,Person,2026-02-20 21:27:00,,1.0,synthetic,5270481.75,wallet,True,transaction_spike,TX_003119,SYN_P_0652,21,4,2026-02-20,0,0,22,5273550.75,22,5.599378886585727,0.9984666666666666,2.373310480713453,22,941261.8536363636,5.599378886585727,1,-0.2681168822169161,0.9436939337460197,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_000814,SYN_P_0748,Person,TRANSFERRED_MONEY,SYN_P_0724,Person,2026-03-12 08:01:00,,1.0,synthetic,4833395.82,bank,True,transaction_spike,TX_000814,SYN_P_0748,8,3,2026-03-12,0,0,24,4833395.82,22,3.7422168148490527,0.9983333333333333,1.354232406047985,24,1291586.26,3.7422168148490527,1,-0.26654747823894664,0.939913099285918,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_001143,SYN_P_0748,Person,TRANSFERRED_MONEY,SYN_P_0465,Person,2026-02-01 07:35:00,,1.0,synthetic,4774712.85,upi,True,transaction_spike,TX_001143,SYN_P_0748,7,6,2026-02-01,0,0,24,4774712.85,22,3.6967820097435844,0.9982666666666666,1.3317946158983807,24,1291586.26,3.6967820097435844,1,-0.26654747823894664,0.939913099285918,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_004811,SYN_P_0229,Person,TRANSFERRED_MONEY,SYN_P_0187,Person,2026-02-10 10:30:00,,1.0,synthetic,5482831.16,bank,True,transaction_spike,TX_004811,SYN_P_0229,10,1,2026-02-10,0,0,14,5482831.16,14,2.8094375289383318,0.9986,1.1983696744554835,14,1951576.1085714286,2.8094375289383318,1,-0.26606190041317435,0.9387432989014967,transaction amount is unusually high; daily transaction total is unusually high
TX_003526,SYN_P_0213,Person,TRANSFERRED_MONEY,SYN_P_0426,Person,2026-01-31 07:43:00,,1.0,synthetic,3467019.8,wallet,True,transaction_spike,TX_003526,SYN_P_0213,7,5,2026-01-31,0,0,27,3467019.8,27,3.682674916186942,0.9975333333333334,1.1738649152367027,27,941440.6318518518,3.682674916186942,1,-0.2651145715892189,0.9364610990900164,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; amount is unusually high relative to source historical behavior
TX_000713,SYN_P_0519,Person,TRANSFERRED_MONEY,SYN_P_0060,Person,2026-02-27 13:25:00,,1.0,synthetic,4719673.41,wallet,True,transaction_spike,TX_000713,SYN_P_0519,13,4,2026-02-27,0,0,22,4719673.41,22,3.4700317532516336,0.9982,1.2497331091517574,22,1360123.9831818182,3.4700317532516336,1,-0.262937449931284,0.9312162184195825,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_003926,SYN_P_0652,Person,TRANSFERRED_MONEY,SYN_P_0654,Person,2026-03-23 07:05:00,,1.0,synthetic,4540222.57,bank,True,transaction_spike,TX_003926,SYN_P_0652,7,0,2026-03-23,0,0,22,4540222.57,22,4.8235488907362205,0.9981333333333333,1.972976977906869,22,941261.8536363636,4.8235488907362205,1,-0.262593398838618,0.9303873685852204,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_002756,SYN_P_0782,Person,TRANSFERRED_MONEY,SYN_P_0132,Person,2026-02-27 18:18:00,,1.0,synthetic,4980377.29,bank,True,transaction_spike,TX_002756,SYN_P_0782,18,4,2026-02-27,0,0,15,4980377.29,15,3.03046669771125,0.9984,1.2448230108289577,15,1643435.7433333332,3.03046669771125,1,-0.2603908630458043,0.9250812629922859,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_005957,SYN_P_0229,Person,TRANSFERRED_MONEY,SYN_P_0266,Person,2026-02-23 22:39:00,,1.0,synthetic,4275240.11,bank,True,transaction_spike,TX_005957,SYN_P_0229,22,0,2026-02-23,0,0,14,4275240.11,14,2.19066020086171,0.9979333333333333,0.7885605634204668,14,1951576.1085714286,2.19066020086171,1,-0.2603816870012382,0.9250591570807488,transaction amount is unusually high; daily transaction total is unusually high
TX_002876,SYN_P_0652,Person,TRANSFERRED_MONEY,SYN_P_0396,Person,2026-03-08 14:59:00,,1.0,synthetic,4030693.52,wallet,True,transaction_spike,TX_002876,SYN_P_0652,14,6,2026-03-08,0,0,22,4030693.52,22,4.2822233838843875,0.9978,1.6936493707301796,22,941261.8536363636,4.2822233838843875,1,-0.2601893815257431,0.9245958760015466,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; amount is unusually high relative to source historical behavior
TX_001964,SYN_P_0213,Person,TRANSFERRED_MONEY,SYN_P_0175,Person,2026-02-12 22:36:00,,1.0,synthetic,2721810.79,wallet,True,transaction_spike,TX_001964,SYN_P_0213,22,3,2026-02-12,0,0,27,2721810.79,27,2.8911125119446863,0.9971333333333333,0.8274989321823305,27,941440.6318518518,2.8911125119446863,1,-0.2566034267621792,0.9159569904546971,transaction amount is unusually high; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts
TX_001120,SYN_P_0485,Person,TRANSFERRED_MONEY,SYN_P_0131,Person,2026-01-07 22:48:00,,1.0,synthetic,3731246.93,bank,True,transaction_spike,TX_001120,SYN_P_0485,22,2,2026-01-07,0,0,14,3731246.93,14,1.8943207643429545,0.9977333333333334,0.5975335982658845,14,1969701.7528571428,1.8943207643429545,1,-0.25424468711750714,0.9102745758207529,transaction amount is unusually high; daily transaction total is unusually high
TX_000596,SYN_P_0782,Person,TRANSFERRED_MONEY,SYN_P_0314,Person,2026-01-14 07:55:00,,1.0,synthetic,2147056.45,bank,True,transaction_spike,TX_000596,SYN_P_0782,7,2,2026-01-14,0,0,15,9807375.58,15,1.3064438075596359,0.9968,0.1878722283927474,15,1643435.7433333332,1.3064438075596359,1,-0.2532753587584078,0.9079393771627386,transaction amount is unusually high; daily transaction total is unusually high
TX_005431,SYN_P_0485,Person,TRANSFERRED_MONEY,SYN_P_0327,Person,2026-03-05 18:33:00,,1.0,synthetic,3217069.0,wallet,True,transaction_spike,TX_005431,SYN_P_0485,18,3,2026-03-05,0,0,14,3217069.0,14,1.6332772184080628,0.9972666666666666,0.4231193438667265,14,1969701.7528571428,1.6332772184080628,1,-0.2480502659894418,0.8953516616507042,transaction amount is unusually high; daily transaction total is unusually high
TX_001404,SYN_P_0519,Person,TRANSFERRED_MONEY,SYN_P_0540,Person,2026-02-21 15:11:00,,1.0,synthetic,3280147.1,upi,True,transaction_spike,TX_001404,SYN_P_0519,15,5,2026-02-21,0,0,22,3280147.1,22,2.4116530114604395,0.9973333333333333,0.7142375820608208,22,1360123.9831818182,2.4116530114604395,1,-0.2478447634137021,0.8948565875774235,transaction amount is unusually high; daily transaction total is unusually high
TX_001320,SYN_P_0492,Person,TRANSFERRED_MONEY,SYN_P_0614,Person,2026-02-07 06:38:00,,1.0,synthetic,2340864.26,bank,True,transaction_spike,TX_001320,SYN_P_0492,6,5,2026-02-07,0,0,26,2342028.9099999997,26,3.3568019747086733,0.9968666666666667,1.0404418915494291,26,697349.5242307691,3.3568019747086733,1,-0.24522499712830426,0.88854533643477,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; amount is unusually high relative to source historical behavior
TX_001284,SYN_P_0782,Person,TRANSFERRED_MONEY,SYN_P_0620,Person,2026-03-14 22:03:00,,1.0,synthetic,3362315.87,bank,True,transaction_spike,TX_001284,SYN_P_0782,22,5,2026-03-14,0,0,15,3362315.87,15,2.0459065002324412,0.9974666666666666,0.6412163667261862,15,1643435.7433333332,2.0459065002324412,1,-0.24519673305073486,0.8884772457455928,transaction amount is unusually high; daily transaction total is unusually high
TX_000793,SYN_P_0492,Person,TRANSFERRED_MONEY,SYN_P_0402,Person,2026-01-07 14:27:00,,1.0,synthetic,2014483.15,upi,True,transaction_spike,TX_000793,SYN_P_0492,14,2,2026-01-07,0,0,26,2014483.15,26,2.8887710968500793,0.9967333333333334,0.8338233732825607,26,697349.5242307691,2.8887710968500793,1,-0.24237328281235315,0.8816753017544303,transaction amount is unusually high; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts
TX_000694,SYN_P_0340,Person,TRANSFERRED_MONEY,SYN_P_0470,Person,2026-03-09 08:28:00,,1.0,synthetic,3308147.09,wallet,True,transaction_spike,TX_000694,SYN_P_0340,8,0,2026-03-09,0,0,18,3308147.09,18,2.536272680028683,0.9974,0.8185699848308331,18,1304334.1577777779,2.536272680028683,1,-0.2396650681826854,0.8751509706447009,transaction amount is unusually high; daily transaction total is unusually high
TX_001460,SYN_P_0229,Person,TRANSFERRED_MONEY,SYN_P_0579,Person,2026-01-13 19:24:00,,1.0,synthetic,2678815.84,bank,True,transaction_spike,TX_001460,SYN_P_0229,19,1,2026-01-13,0,0,14,2678815.84,14,1.3726422598813823,0.997,0.24679668489269377,14,1951576.1085714286,1.3726422598813823,1,-0.2379777455388823,0.8710860595787466,transaction amount is unusually high; daily transaction total is unusually high
TX_003984,SYN_P_0227,Person,TRANSFERRED_MONEY,SYN_P_0482,Person,2026-01-01 00:29:00,,1.0,synthetic,28115.66,upi,True,,TX_003984,SYN_P_0227,0,3,2026-01-01,1,1,10,28115.66,10,3.741496662008592,0.994,2.679408031183596,10,7514.548999999999,3.741496662008592,1,-0.23259052859056206,0.8581077724275915,transaction amount is unusually high; amount is more than 3x the person's average; daily transaction total is unusually high; transaction occurred during unusual hours; amount is unusually high relative to source historical behavior
TX_000170,SYN_P_0340,Person,TRANSFERRED_MONEY,SYN_P_0034,Person,2026-01-24 23:31:00,,1.0,synthetic,2860537.89,bank,True,transaction_spike,TX_000170,SYN_P_0340,23,5,2026-01-24,0,0,18,2860537.89,18,2.1931020305974047,0.9972,0.6357188562837159,18,1304334.1577777779,2.1931020305974047,1,-0.2314619279148905,0.8553888725228048,transaction amount is unusually high; daily transaction total is unusually high
TX_001403,SYN_P_0652,Person,TRANSFERRED_MONEY,SYN_P_0214,Person,2026-01-14 21:12:00,,1.0,synthetic,2507503.95,bank,True,transaction_spike,TX_001403,SYN_P_0652,21,2,2026-01-14,0,0,22,2507503.95,22,2.6639812718562808,0.9969333333333333,0.8586255426195153,22,941261.8536363636,2.6639812718562808,1,-0.22796400023686625,0.8469620520930972,transaction amount is unusually high; daily transaction total is unusually high
TX_003225,SYN_P_0340,Person,TRANSFERRED_MONEY,SYN_P_0482,Person,2026-03-16 07:14:00,,1.0,synthetic,2712469.57,bank,True,transaction_spike,TX_003225,SYN_P_0340,7,0,2026-03-16,0,0,18,2712469.57,18,2.079581795681325,0.9970666666666667,0.5752320311378617,18,1304334.1577777779,2.079581795681325,1,-0.22739717979746277,0.8455965309907744,transaction amount is unusually high; daily transaction total is unusually high
TX_007755,SYN_P_0463,Person,TRANSFERRED_MONEY,SYN_P_0604,Person,2026-03-17 04:39:00,,1.0,synthetic,22146.22,upi,True,,TX_007755,SYN_P_0463,4,1,2026-03-17,1,1,9,22146.22,9,2.9168441194010195,0.9902,2.4016461591341387,9,7592.527777777777,2.9168441194010195,1,-0.22069755363496935,0.8294565327363245,transaction amount is unusually high; daily transaction total is unusually high; transaction occurred during unusual hours
TX_002918,SYN_P_0436,Person,TRANSFERRED_MONEY,SYN_P_0004,Person,2026-03-31 03:18:00,,1.0,synthetic,22505.64,bank,True,,TX_002918,SYN_P_0436,3,1,2026-03-31,1,1,29,22505.64,29,2.916761864089631,0.9907333333333334,2.4338973356952103,29,7715.967586206896,2.916761864089631,1,-0.2125177260484451,0.809750596947354,transaction amount is unusually high; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; transaction occurred during unusual hours
TX_009191,SYN_P_0436,Person,TRANSFERRED_MONEY,SYN_P_0249,Person,2026-02-27 02:39:00,,1.0,synthetic,20233.47,bank,True,,TX_009191,SYN_P_0436,2,4,2026-02-27,1,1,29,24573.480000000003,29,2.6222855103965776,0.9872666666666666,2.0599723186617704,29,7715.967586206896,2.6222855103965776,1,-0.21245107606298785,0.8095900311750484,transaction amount is unusually high; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; transaction occurred during unusual hours
TX_013926,SYN_P_0243,Person,TRANSFERRED_MONEY,SYN_P_0693,Person,2026-01-03 05:48:00,,1.0,synthetic,17700.81,bank,True,,TX_013926,SYN_P_0243,5,5,2026-01-03,1,1,30,17700.81,30,3.6632425539206706,0.9821333333333333,3.1897650817707346,30,4832.005999999999,3.6632425539206706,1,-0.20654995906350138,0.7953737128669879,transaction amount is unusually high; amount is more than 3x the person's average; amount is an extreme deviation from the person's historical behavior; daily transaction total is unusually high; transaction frequency is unusually high; person interacts with an unusually large number of accounts; transaction occurred during unusual hours; amount is unusually high relative to source historical behavior
