relationship_id,source_id,source_type,relationship,target_id,target_type,timestamp,source_document,confidence,provenance,duration_sec,communication_type,subject,direction,amount,channel,is_anomaly,anomaly_type,purpose
CALL_00019,SYN_P_0421,Person,CALLED,SYN_P_1007,Person,2025-09-27 22:02:00,,1.0,synthetic,1637.0,conference,,,,,,,
CALL_00020,SYN_P_0702,Person,CALLED,SYN_P_0660,Person,2024-01-31 04:04:00,,1.0,synthetic,1042.0,conference,,,,,,,
CALL_00021,SYN_P_0795,Person,CALLED,SYN_P_0906,Person,2024-10-26 05:40:00,,1.0,synthetic,783.0,voice,,,,,,,
CALL_00022,SYN_P_0159,Person,CALLED,SYN_P_0774,Person,2024-09-02 05:21:00,,1.0,synthetic,1633.0,missed,,,,,,,
CALL_00023,SYN_P_0425,Person,CALLED,SYN_P_0447,Person,2025-04-02 14:29:00,,1.0,synthetic,743.0,missed,,,,,,,
CALL_00024,SYN_P_0562,Person,CALLED,SYN_P_0510,Person,2025-02-27 07:57:00,,1.0,synthetic,492.0,missed,,,,,,,
CALL_00025,SYN_P_0962,Person,CALLED,SYN_P_0050,Person,2024-12-21 10:57:00,,1.0,synthetic,1341.0,conference,,,,,,,
CALL_00026,SYN_P_0133,Person,CALLED,SYN_P_0927,Person,2024-02-01 20:44:00,,1.0,synthetic,816.0,conference,,,,,,,
CALL_00027,SYN_P_0707,Person,CALLED,SYN_P_0737,Person,2025-07-08 19:53:00,,1.0,synthetic,61.0,missed,,,,,,,
CALL_00028,SYN_P_0894,Person,CALLED,SYN_P_0913,Person,2025-09-09 16:41:00,,1.0,synthetic,203.0,missed,,,,,,,
CALL_00029,SYN_P_0523,Person,CALLED,SYN_P_0714,Person,2024-11-28 20:38:00,,1.0,synthetic,571.0,missed,,,,,,,
CALL_00030,SYN_P_0533,Person,CALLED,SYN_P_0981,Person,2024-08-18 05:55:00,,1.0,synthetic,365.0,voice,,,,,,,
CALL_00031,SYN_P_0401,Person,CALLED,SYN_P_0075,Person,2025-07-09 12:26:00,,1.0,synthetic,766.0,voice,,,,,,,
CALL_00032,SYN_P_0469,Person,CALLED,SYN_P_0185,Person,2024-08-19 04:50:00,,1.0,synthetic,209.0,conference,,,,,,,
CALL_00033,SYN_P_0103,Person,CALLED,SYN_P_0513,Person,2024-04-25 10:10:00,,1.0,synthetic,1095.0,missed,,,,,,,
CALL_00034,SYN_P_0928,Person,CALLED,SYN_P_0306,Person,2025-03-02 22:26:00,,1.0,synthetic,310.0,missed,,,,,,,
CALL_00035,SYN_P_0571,Person,CALLED,SYN_P_0381,Person,2024-11-29 15:13:00,,1.0,synthetic,858.0,missed,,,,,,,
CALL_00036,SYN_P_0342,Person,CALLED,SYN_P_0137,Person,2024-12-03 14:32:00,,1.0,synthetic,208.0,conference,,,,,,,
CALL_00037,SYN_P_0107,Person,CALLED,SYN_P_0361,Person,2025-02-23 18:49:00,,1.0,synthetic,1142.0,missed,,,,,,,
CALL_00038,SYN_P_0867,Person,CALLED,SYN_P_0344,Person,2024-12-10 01:22:00,,1.0,synthetic,55.0,voice,,,,,,,
CALL_00039,SYN_P_0158,Person,CALLED,SYN_P_0138,Person,2024-05-27 20:02:00,,1.0,synthetic,571.0,voice,,,,,,,
CALL_00040,SYN_P_0255,Person,CALLED,SYN_P_0948,Person,2025-06-21 07:03:00,,1.0,synthetic,1501.0,voice,,,,,,,
CALL_00041,SYN_P_0313,Person,CALLED,SYN_P_0383,Person,2024-12-23 17:58:00,,1.0,synthetic,1631.0,voice,,,,,,,
CALL_00042,SYN_P_0667,Person,CALLED,SYN_P_0352,Person,2025-01-31 14:53:00,,1.0,synthetic,1071.0,voice,,,,,,,
CALL_00043,SYN_P_1026,Person,CALLED,SYN_P_1034,Person,2024-03-23 19:03:00,,1.0,synthetic,826.0,voice,,,,,,,
CALL_00044,SYN_P_0343,Person,CALLED,SYN_P_0100,Person,2025-11-14 03:04:00,,1.0,synthetic,339.0,voice,,,,,,,
CALL_00045,SYN_P_0496,Person,CALLED,SYN_P_0753,Person,2025-02-10 17:26:00,,1.0,synthetic,967.0,voice,,,,,,,
CALL_00046,SYN_P_0932,Person,CALLED,SYN_P_0359,Person,2024-06-09 00:27:00,,1.0,synthetic,1481.0,voice,,,,,,,
CALL_00047,SYN_P_0332,Person,CALLED,SYN_P_0087,Person,2024-04-07 16:24:00,,1.0,synthetic,792.0,voice,,,,,,,
CALL_00048,SYN_P_0002,Person,CALLED,SYN_P_0589,Person,2025-11-02 01:10:00,,1.0,synthetic,1103.0,missed,,,,,,,
CALL_00049,SYN_P_0809,Person,CALLED,SYN_P_0828,Person,2025-11-10 13:33:00,,1.0,synthetic,1345.0,conference,,,,,,,
CALL_00050,SYN_P_0725,Person,CALLED,SYN_P_0830,Person,2025-01-01 04:06:00,,1.0,synthetic,1092.0,missed,,,,,,,
CALL_00051,SYN_P_0342,Person,CALLED,SYN_P_1031,Person,2025-12-28 18:42:00,,1.0,synthetic,278.0,voice,,,,,,,
CALL_00052,SYN_P_0424,Person,CALLED,SYN_P_0151,Person,2025-06-19 05:06:00,,1.0,synthetic,1744.0,missed,,,,,,,
CALL_00053,SYN_P_0237,Person,CALLED,SYN_P_0845,Person,2025-07-11 03:52:00,,1.0,synthetic,789.0,missed,,,,,,,
CALL_00054,SYN_P_0766,Person,CALLED,SYN_P_0049,Person,2025-04-03 02:09:00,,1.0,synthetic,1017.0,voice,,,,,,,
CALL_00055,SYN_P_0033,Person,CALLED,SYN_P_0442,Person,2025-09-26 07:08:00,,1.0,synthetic,1607.0,conference,,,,,,,
CALL_00056,SYN_P_0302,Person,CALLED,SYN_P_0922,Person,2024-07-22 15:56:00,,1.0,synthetic,1349.0,missed,,,,,,,
CALL_00057,SYN_P_0812,Person,CALLED,SYN_P_0501,Person,2024-07-26 06:16:00,,1.0,synthetic,53.0,voice,,,,,,,
CALL_00058,SYN_P_0900,Person,CALLED,SYN_P_0518,Person,2025-12-09 22:02:00,,1.0,synthetic,837.0,missed,,,,,,,
CALL_00059,SYN_P_0953,Person,CALLED,SYN_P_0761,Person,2024-10-25 02:31:00,,1.0,synthetic,968.0,voice,,,,,,,
CALL_00060,SYN_P_0852,Person,CALLED,SYN_P_0106,Person,2024-12-23 08:09:00,,1.0,synthetic,318.0,conference,,,,,,,
CALL_00061,SYN_P_0208,Person,CALLED,SYN_P_0606,Person,2025-06-28 17:29:00,,1.0,synthetic,128.0,missed,,,,,,,
CALL_00062,SYN_P_0953,Person,CALLED,SYN_P_0792,Person,2025-09-23 03:48:00,,1.0,synthetic,179.0,conference,,,,,,,
CALL_00063,SYN_P_0603,Person,CALLED,SYN_P_0727,Person,2025-11-25 20:08:00,,1.0,synthetic,102.0,missed,,,,,,,
CALL_00064,SYN_P_0139,Person,CALLED,SYN_P_0722,Person,2025-04-27 17:06:00,,1.0,synthetic,416.0,missed,,,,,,,
CALL_00065,SYN_P_1038,Person,CALLED,SYN_P_0340,Person,2024-01-17 02:26:00,,1.0,synthetic,227.0,voice,,,,,,,
CALL_00066,SYN_P_0553,Person,CALLED,SYN_P_0123,Person,2024-02-05 22:45:00,,1.0,synthetic,1063.0,voice,,,,,,,
CALL_00067,SYN_P_0761,Person,CALLED,SYN_P_0050,Person,2025-10-14 23:16:00,,1.0,synthetic,846.0,missed,,,,,,,
CALL_00068,SYN_P_0943,Person,CALLED,SYN_P_0711,Person,2025-04-20 13:33:00,,1.0,synthetic,603.0,missed,,,,,,,
CALL_00069,SYN_P_0105,Person,CALLED,SYN_P_0253,Person,2025-09-30 11:06:00,,1.0,synthetic,1573.0,missed,,,,,,,
CALL_00070,SYN_P_0888,Person,CALLED,SYN_P_0075,Person,2024-04-07 23:55:00,,1.0,synthetic,334.0,missed,,,,,,,
CALL_00071,SYN_P_0677,Person,CALLED,SYN_P_0901,Person,2025-01-24 00:01:00,,1.0,synthetic,314.0,voice,,,,,,,
CALL_00072,SYN_P_0403,Person,CALLED,SYN_P_0191,Person,2025-07-13 01:54:00,,1.0,synthetic,584.0,missed,,,,,,,
CALL_00073,SYN_P_0452,Person,CALLED,SYN_P_0086,Person,2024-03-05 02:22:00,,1.0,synthetic,640.0,voice,,,,,,,
CALL_00074,SYN_P_0273,Person,CALLED,SYN_P_0399,Person,2025-09-01 07:17:00,,1.0,synthetic,1185.0,voice,,,,,,,
CALL_00075,SYN_P_0856,Person,CALLED,SYN_P_0311,Person,2025-09-13 17:38:00,,1.0,synthetic,1140.0,conference,,,,,,,
CALL_00076,SYN_P_0523,Person,CALLED,SYN_P_0432,Person,2024-01-01 19:49:00,,1.0,synthetic,155.0,voice,,,,,,,
CALL_00077,SYN_P_0077,Person,CALLED,SYN_P_0544,Person,2025-12-03 22:20:00,,1.0,synthetic,1631.0,voice,,,,,,,
CALL_00078,SYN_P_0449,Person,CALLED,SYN_P_0960,Person,2024-08-29 04:16:00,,1.0,synthetic,1397.0,missed,,,,,,,
CALL_00079,SYN_P_0234,Person,CALLED,SYN_P_0164,Person,2025-10-31 08:24:00,,1.0,synthetic,1682.0,missed,,,,,,,
CALL_00080,SYN_P_0763,Person,CALLED,SYN_P_0961,Person,2025-01-10 20:40:00,,1.0,synthetic,1201.0,conference,,,,,,,
CALL_00081,SYN_P_0678,Person,CALLED,SYN_P_0669,Person,2024-08-14 14:33:00,,1.0,synthetic,1387.0,conference,,,,,,,
CALL_00082,SYN_P_0572,Person,CALLED,SYN_P_0503,Person,2024-11-25 10:13:00,,1.0,synthetic,1688.0,voice,,,,,,,
CALL_00083,SYN_P_0889,Person,CALLED,SYN_P_0990,Person,2025-01-31 09:40:00,,1.0,synthetic,692.0,conference,,,,,,,
CALL_00084,SYN_P_0616,Person,CALLED,SYN_P_1022,Person,2025-08-12 09:36:00,,1.0,synthetic,125.0,conference,,,,,,,
CALL_00085,SYN_P_0616,Person,CALLED,SYN_P_0528,Person,2024-06-04 02:19:00,,1.0,synthetic,1707.0,voice,,,,,,,
CALL_00086,SYN_P_0458,Person,CALLED,SYN_P_0449,Person,2024-12-28 06:01:00,,1.0,synthetic,970.0,voice,,,,,,,
CALL_00087,SYN_P_0202,Person,CALLED,SYN_P_1036,Person,2025-06-12 15:31:00,,1.0,synthetic,865.0,conference,,,,,,,
CALL_00088,SYN_P_0819,Person,CALLED,SYN_P_0859,Person,2025-04-27 08:44:00,,1.0,synthetic,632.0,voice,,,,,,,
CALL_00089,SYN_P_0497,Person,CALLED,SYN_P_0333,Person,2025-12-01 18:14:00,,1.0,synthetic,1377.0,voice,,,,,,,
CALL_00090,SYN_P_0643,Person,CALLED,SYN_P_0117,Person,2025-09-26 10:08:00,,1.0,synthetic,851.0,missed,,,,,,,
CALL_00091,SYN_P_0316,Person,CALLED,SYN_P_0849,Person,2025-11-20 02:38:00,,1.0,synthetic,82.0,missed,,,,,,,
CALL_00092,SYN_P_0759,Person,CALLED,SYN_P_0243,Person,2025-03-24 13:38:00,,1.0,synthetic,502.0,missed,,,,,,,
CALL_00093,SYN_P_1008,Person,CALLED,SYN_P_0812,Person,2024-11-07 16:50:00,,1.0,synthetic,850.0,missed,,,,,,,
CALL_00094,SYN_P_0482,Person,CALLED,SYN_P_0587,Person,2024-12-20 05:42:00,,1.0,synthetic,1270.0,voice,,,,,,,
CALL_00095,SYN_P_0689,Person,CALLED,SYN_P_0327,Person,2025-04-21 10:28:00,,1.0,synthetic,1235.0,missed,,,,,,,
CALL_00096,SYN_P_0170,Person,CALLED,SYN_P_0207,Person,2024-04-29 13:25:00,,1.0,synthetic,188.0,conference,,,,,,,
CALL_00097,SYN_P_0018,Person,CALLED,SYN_P_0308,Person,2025-09-16 02:39:00,,1.0,synthetic,1028.0,voice,,,,,,,
CALL_00098,SYN_P_0312,Person,CALLED,SYN_P_0106,Person,2024-01-04 00:57:00,,1.0,synthetic,985.0,voice,,,,,,,
CALL_00099,SYN_P_0067,Person,CALLED,SYN_P_0274,Person,2025-02-28 09:58:00,,1.0,synthetic,1747.0,missed,,,,,,,
CALL_00100,SYN_P_0732,Person,CALLED,SYN_P_0180,Person,2024-02-28 21:07:00,,1.0,synthetic,358.0,missed,,,,,,,
CALL_00101,SYN_P_0677,Person,CALLED,SYN_P_0205,Person,2024-02-26 17:07:00,,1.0,synthetic,1213.0,voice,,,,,,,
CALL_00102,SYN_P_0081,Person,CALLED,SYN_P_0001,Person,2024-10-06 23:33:00,,1.0,synthetic,1636.0,voice,,,,,,,
CALL_00103,SYN_P_0801,Person,CALLED,SYN_P_1005,Person,2024-06-05 14:44:00,,1.0,synthetic,567.0,conference,,,,,,,
CALL_00104,SYN_P_0597,Person,CALLED,SYN_P_0147,Person,2025-02-18 06:04:00,,1.0,synthetic,303.0,voice,,,,,,,
CALL_00105,SYN_P_0947,Person,CALLED,SYN_P_0533,Person,2024-08-17 05:19:00,,1.0,synthetic,1337.0,conference,,,,,,,
CALL_00106,SYN_P_0197,Person,CALLED,SYN_P_1017,Person,2024-11-21 22:05:00,,1.0,synthetic,1431.0,missed,,,,,,,
CALL_00107,SYN_P_0066,Person,CALLED,SYN_P_0806,Person,2025-05-08 04:56:00,,1.0,synthetic,1381.0,voice,,,,,,,
CALL_00108,SYN_P_0969,Person,CALLED,SYN_P_0927,Person,2025-06-06 11:17:00,,1.0,synthetic,1062.0,missed,,,,,,,
CALL_00109,SYN_P_0602,Person,CALLED,SYN_P_0822,Person,2025-08-31 17:05:00,,1.0,synthetic,1672.0,voice,,,,,,,
CALL_00110,SYN_P_0634,Person,CALLED,SYN_P_0669,Person,2024-11-02 15:09:00,,1.0,synthetic,512.0,missed,,,,,,,
CALL_00111,SYN_P_0305,Person,CALLED,SYN_P_0318,Person,2024-02-23 14:10:00,,1.0,synthetic,182.0,voice,,,,,,,
CALL_00112,SYN_P_0242,Person,CALLED,SYN_P_0303,Person,2024-06-05 19:29:00,,1.0,synthetic,939.0,voice,,,,,,,
CALL_00113,SYN_P_0306,Person,CALLED,SYN_P_0151,Person,2025-02-15 09:13:00,,1.0,synthetic,1597.0,missed,,,,,,,
CALL_00114,SYN_P_0656,Person,CALLED,SYN_P_0490,Person,2025-12-02 09:01:00,,1.0,synthetic,911.0,missed,,,,,,,
CALL_00115,SYN_P_0252,Person,CALLED,SYN_P_0620,Person,2024-11-01 12:03:00,,1.0,synthetic,989.0,conference,,,,,,,
CALL_00116,SYN_P_0070,Person,CALLED,SYN_P_0746,Person,2024-08-15 23:09:00,,1.0,synthetic,820.0,voice,,,,,,,
CALL_00117,SYN_P_0707,Person,CALLED,SYN_P_0136,Person,2024-03-12 05:36:00,,1.0,synthetic,84.0,missed,,,,,,,
CALL_00118,SYN_P_0798,Person,CALLED,SYN_P_0383,Person,2025-12-25 16:58:00,,1.0,synthetic,969.0,conference,,,,,,,
CALL_00119,SYN_P_0815,Person,CALLED,SYN_P_0663,Person,2025-10-16 19:05:00,,1.0,synthetic,292.0,missed,,,,,,,
CALL_00120,SYN_P_0865,Person,CALLED,SYN_P_0645,Person,2024-09-24 21:56:00,,1.0,synthetic,35.0,voice,,,,,,,
CALL_00121,SYN_P_0514,Person,CALLED,SYN_P_0852,Person,2024-05-15 18:08:00,,1.0,synthetic,1017.0,missed,,,,,,,
CALL_00122,SYN_P_0304,Person,CALLED,SYN_P_0087,Person,2024-07-23 09:16:00,,1.0,synthetic,511.0,conference,,,,,,,
CALL_00123,SYN_P_1015,Person,CALLED,SYN_P_0570,Person,2024-10-21 13:20:00,,1.0,synthetic,1496.0,voice,,,,,,,
CALL_00124,SYN_P_0856,Person,CALLED,SYN_P_0079,Person,2024-01-14 10:26:00,,1.0,synthetic,1313.0,missed,,,,,,,
CALL_00125,SYN_P_0703,Person,CALLED,SYN_P_0764,Person,2025-05-06 01:17:00,,1.0,synthetic,25.0,voice,,,,,,,
CALL_00126,SYN_P_0989,Person,CALLED,SYN_P_1027,Person,2024-10-20 18:23:00,,1.0,synthetic,452.0,voice,,,,,,,
CALL_00127,SYN_P_0681,Person,CALLED,SYN_P_1035,Person,2025-02-02 05:37:00,,1.0,synthetic,1107.0,missed,,,,,,,
CALL_00128,SYN_P_0403,Person,CALLED,SYN_P_0891,Person,2024-02-27 10:00:00,,1.0,synthetic,951.0,conference,,,,,,,
CALL_00129,SYN_P_0595,Person,CALLED,SYN_P_0935,Person,2024-03-05 19:51:00,,1.0,synthetic,602.0,missed,,,,,,,
CALL_00130,SYN_P_0037,Person,CALLED,SYN_P_0835,Person,2024-04-01 10:57:00,,1.0,synthetic,991.0,missed,,,,,,,
CALL_00131,SYN_P_0950,Person,CALLED,SYN_P_0473,Person,2025-04-04 00:19:00,,1.0,synthetic,1729.0,conference,,,,,,,
CALL_00132,SYN_P_0457,Person,CALLED,SYN_P_0921,Person,2025-01-20 11:57:00,,1.0,synthetic,634.0,conference,,,,,,,
CALL_00133,SYN_P_0080,Person,CALLED,SYN_P_0470,Person,2025-01-05 02:54:00,,1.0,synthetic,828.0,missed,,,,,,,
CALL_00134,SYN_P_0009,Person,CALLED,SYN_P_0470,Person,2024-02-29 01:07:00,,1.0,synthetic,474.0,missed,,,,,,,
CALL_00135,SYN_P_0490,Person,CALLED,SYN_P_0814,Person,2024-01-04 06:39:00,,1.0,synthetic,900.0,voice,,,,,,,
CALL_00136,SYN_P_0156,Person,CALLED,SYN_P_0561,Person,2025-08-29 22:38:00,,1.0,synthetic,53.0,conference,,,,,,,
CALL_00137,SYN_P_0628,Person,CALLED,SYN_P_0105,Person,2025-12-24 06:40:00,,1.0,synthetic,1208.0,voice,,,,,,,
CALL_00138,SYN_P_0589,Person,CALLED,SYN_P_0238,Person,2024-12-08 00:01:00,,1.0,synthetic,816.0,conference,,,,,,,
CALL_00139,SYN_P_0673,Person,CALLED,SYN_P_0363,Person,2024-10-18 15:29:00,,1.0,synthetic,49.0,conference,,,,,,,
CALL_00140,SYN_P_0880,Person,CALLED,SYN_P_0164,Person,2025-04-23 19:30:00,,1.0,synthetic,1344.0,voice,,,,,,,
CALL_00141,SYN_P_0983,Person,CALLED,SYN_P_0043,Person,2024-05-24 20:22:00,,1.0,synthetic,285.0,conference,,,,,,,
CALL_00142,SYN_P_0529,Person,CALLED,SYN_P_0347,Person,2025-03-01 17:12:00,,1.0,synthetic,1395.0,missed,,,,,,,
CALL_00143,SYN_P_0852,Person,CALLED,SYN_P_0332,Person,2025-09-13 01:29:00,,1.0,synthetic,437.0,conference,,,,,,,
CALL_00144,SYN_P_0336,Person,CALLED,SYN_P_0741,Person,2024-05-22 03:31:00,,1.0,synthetic,1586.0,missed,,,,,,,
CALL_00145,SYN_P_0634,Person,CALLED,SYN_P_0141,Person,2024-04-21 00:17:00,,1.0,synthetic,338.0,voice,,,,,,,
CALL_00146,SYN_P_0007,Person,CALLED,SYN_P_0491,Person,2024-04-06 02:14:00,,1.0,synthetic,1614.0,missed,,,,,,,
CALL_00147,SYN_P_0367,Person,CALLED,SYN_P_0233,Person,2025-10-19 05:47:00,,1.0,synthetic,711.0,voice,,,,,,,
CALL_00148,SYN_P_1025,Person,CALLED,SYN_P_0953,Person,2024-06-26 19:37:00,,1.0,synthetic,1005.0,conference,,,,,,,
CALL_00149,SYN_P_0570,Person,CALLED,SYN_P_0171,Person,2025-06-02 20:09:00,,1.0,synthetic,1635.0,voice,,,,,,,
CALL_00150,SYN_P_0724,Person,CALLED,SYN_P_0362,Person,2025-07-18 21:24:00,,1.0,synthetic,1671.0,voice,,,,,,,
CALL_00151,SYN_P_0513,Person,CALLED,SYN_P_0038,Person,2024-05-05 20:44:00,,1.0,synthetic,149.0,voice,,,,,,,
CALL_00152,SYN_P_0299,Person,CALLED,SYN_P_0701,Person,2024-08-21 12:16:00,,1.0,synthetic,1089.0,conference,,,,,,,
CALL_00153,SYN_P_0398,Person,CALLED,SYN_P_0981,Person,2025-05-26 17:42:00,,1.0,synthetic,81.0,missed,,,,,,,
CALL_00154,SYN_P_0798,Person,CALLED,SYN_P_0886,Person,2024-05-30 20:00:00,,1.0,synthetic,1673.0,conference,,,,,,,
CALL_00155,SYN_P_0825,Person,CALLED,SYN_P_0435,Person,2024-08-31 23:21:00,,1.0,synthetic,409.0,conference,,,,,,,
CALL_00156,SYN_P_0991,Person,CALLED,SYN_P_0138,Person,2024-11-26 05:31:00,,1.0,synthetic,1729.0,conference,,,,,,,
CALL_00157,SYN_P_1013,Person,CALLED,SYN_P_0938,Person,2025-07-18 00:15:00,,1.0,synthetic,679.0,conference,,,,,,,
CALL_00158,SYN_P_0756,Person,CALLED,SYN_P_0408,Person,2024-03-02 02:46:00,,1.0,synthetic,94.0,missed,,,,,,,
CALL_00159,SYN_P_0386,Person,CALLED,SYN_P_0008,Person,2025-06-01 14:52:00,,1.0,synthetic,55.0,conference,,,,,,,
CALL_00160,SYN_P_0763,Person,CALLED,SYN_P_0694,Person,2025-08-28 03:57:00,,1.0,synthetic,1555.0,voice,,,,,,,
CALL_00161,SYN_P_0646,Person,CALLED,SYN_P_0950,Person,2024-05-04 02:50:00,,1.0,synthetic,294.0,voice,,,,,,,
CALL_00162,SYN_P_0239,Person,CALLED,SYN_P_0279,Person,2025-11-20 11:34:00,,1.0,synthetic,1032.0,conference,,,,,,,
CALL_00163,SYN_P_0698,Person,CALLED,SYN_P_0246,Person,2024-02-17 07:15:00,,1.0,synthetic,1630.0,conference,,,,,,,
CALL_00164,SYN_P_0650,Person,CALLED,SYN_P_0504,Person,2025-03-30 11:13:00,,1.0,synthetic,1119.0,missed,,,,,,,
CALL_00165,SYN_P_0601,Person,CALLED,SYN_P_0080,Person,2024-06-04 05:02:00,,1.0,synthetic,132.0,missed,,,,,,,
CALL_00166,SYN_P_0281,Person,CALLED,SYN_P_0529,Person,2025-07-06 19:19:00,,1.0,synthetic,333.0,missed,,,,,,,
CALL_00167,SYN_P_0697,Person,CALLED,SYN_P_0844,Person,2024-04-18 08:22:00,,1.0,synthetic,1107.0,missed,,,,,,,
CALL_00168,SYN_P_0154,Person,CALLED,SYN_P_1021,Person,2025-03-25 02:50:00,,1.0,synthetic,1532.0,missed,,,,,,,
CALL_00169,SYN_P_0834,Person,CALLED,SYN_P_0047,Person,2024-02-08 01:55:00,,1.0,synthetic,603.0,missed,,,,,,,
CALL_00170,SYN_P_0379,Person,CALLED,SYN_P_0191,Person,2024-07-19 03:20:00,,1.0,synthetic,1095.0,conference,,,,,,,
CALL_00171,SYN_P_0206,Person,CALLED,SYN_P_0743,Person,2024-06-14 02:42:00,,1.0,synthetic,214.0,missed,,,,,,,
CALL_00172,SYN_P_0684,Person,CALLED,SYN_P_0652,Person,2024-06-29 04:34:00,,1.0,synthetic,394.0,conference,,,,,,,
CALL_00173,SYN_P_0435,Person,CALLED,SYN_P_0162,Person,2024-12-03 04:11:00,,1.0,synthetic,120.0,missed,,,,,,,
CALL_00174,SYN_P_0638,Person,CALLED,SYN_P_0164,Person,2025-03-08 20:06:00,,1.0,synthetic,1151.0,conference,,,,,,,
CALL_00175,SYN_P_0610,Person,CALLED,SYN_P_0206,Person,2025-08-10 20:34:00,,1.0,synthetic,1560.0,voice,,,,,,,
CALL_00176,SYN_P_0639,Person,CALLED,SYN_P_0861,Person,2024-05-15 09:26:00,,1.0,synthetic,1367.0,missed,,,,,,,
CALL_00177,SYN_P_0552,Person,CALLED,SYN_P_0107,Person,2024-07-18 08:42:00,,1.0,synthetic,160.0,voice,,,,,,,
CALL_00178,SYN_P_0009,Person,CALLED,SYN_P_0219,Person,2025-11-25 15:33:00,,1.0,synthetic,107.0,missed,,,,,,,
CALL_00179,SYN_P_0740,Person,CALLED,SYN_P_0832,Person,2024-06-04 16:06:00,,1.0,synthetic,561.0,voice,,,,,,,
CALL_00180,SYN_P_0508,Person,CALLED,SYN_P_0168,Person,2025-05-01 12:20:00,,1.0,synthetic,364.0,voice,,,,,,,
CALL_00181,SYN_P_0213,Person,CALLED,SYN_P_0035,Person,2025-11-15 22:43:00,,1.0,synthetic,467.0,conference,,,,,,,
CALL_00182,SYN_P_0260,Person,CALLED,SYN_P_0347,Person,2024-12-13 11:12:00,,1.0,synthetic,855.0,voice,,,,,,,
CALL_00183,SYN_P_0560,Person,CALLED,SYN_P_0385,Person,2025-12-18 11:27:00,,1.0,synthetic,1141.0,voice,,,,,,,
CALL_00184,SYN_P_0122,Person,CALLED,SYN_P_0881,Person,2024-11-03 07:14:00,,1.0,synthetic,1275.0,conference,,,,,,,
CALL_00185,SYN_P_0796,Person,CALLED,SYN_P_0395,Person,2025-03-02 06:49:00,,1.0,synthetic,725.0,voice,,,,,,,
CALL_00186,SYN_P_0829,Person,CALLED,SYN_P_0843,Person,2025-02-22 22:32:00,,1.0,synthetic,571.0,voice,,,,,,,
CALL_00187,SYN_P_0256,Person,CALLED,SYN_P_0861,Person,2025-01-06 08:52:00,,1.0,synthetic,1347.0,conference,,,,,,,
CALL_00188,SYN_P_1020,Person,CALLED,SYN_P_0003,Person,2024-06-15 21:56:00,,1.0,synthetic,850.0,conference,,,,,,,
